# r rv err
0.0   15.0   7.0
0.5   67.0   5.0
1.0   93.0   9.0
1.5   107.0  5.0
2.1   114.0  5.0
3.0   130.0  2.0
4.0   136.0  2.0
5.0   151.0  3.0
6.0   159.0  2.0
7.0   159.0  4.0
8.2   165.0  2.0
10.0  173.0  4.0
